Symbol,Action,Expiry,Days To Expiry,Strike Price,Mid Price,Bid Price,Ask Price,Implied Volatility Rank,Earnings Date,Earnings Flag,Stock Price,Raw Return,Annualized Return,Distance To Strike
BKNG,Sell to Open,04/26/2024,44,"$3,820.00",$24.30,$19.30,$29.30,20%,05/02/2024,N,"$3,500.00",0.69%,5.89%,9.14%
APD,Sell to Open,04/19/2024,37,$260.00,$1.67,$1.60,$1.75,27%,05/07/2024,N,$247.29,0.68%,6.87%,5.14%
HSY,Sell to Open,04/26/2024,44,$215.00,$1.32,$1.05,$1.60,51%,05/02/2024,N,$195.89,0.68%,5.74%,9.76%
DBRG,Sell to Open,04/19/2024,37,$22.00,$0.12,$0.05,$0.20,5%,05/02/2024,N,$18.45,0.68%,6.87%,19.24%
IT,Sell to Open,04/19/2024,37,$510.00,$3.25,$2.40,$4.10,22%,04/30/2024,N,$476.70,0.68%,6.91%,6.99%
YCS,Sell to Open,04/19/2024,37,$81.00,$0.52,$0.45,$0.60,12%,,N,$77.68,0.68%,6.85%,4.27%
CNQ,Sell to Open,04/19/2024,37,$80.00,$0.50,$0.45,$0.55,28%,,N,$73.14,0.68%,6.93%,9.38%
CRL,Sell to Open,04/19/2024,37,$290.00,$1.77,$1.40,$2.15,12%,05/09/2024,N,$261.18,0.68%,6.89%,11.03%
TROW,Sell to Open,04/19/2024,37,$125.00,$0.77,$0.70,$0.85,15%,04/30/2024,N,$116.36,0.67%,6.75%,7.43%
H,Sell to Open,04/19/2024,37,$170.00,$1.04,$0.95,$1.15,11%,05/02/2024,N,$157.02,0.67%,6.78%,8.27%
VCLT,Sell to Open,04/19/2024,37,$79.00,$0.52,$0.45,$0.60,1%,,N,$77.91,0.67%,6.83%,1.4%
BBY,Sell to Open,04/26/2024,44,$85.00,$0.52,$0.47,$0.57,30%,05/23/2024,N,$77.52,0.67%,5.69%,9.65%
PPH,Sell to Open,04/19/2024,37,$92.00,$0.60,$0.50,$0.70,21%,,N,$90.21,0.67%,6.74%,1.98%
NUE,Sell to Open,04/26/2024,44,$205.00,$1.22,$0.98,$1.47,9%,04/18/2024,Y,$184.10,0.67%,5.65%,11.35%
HEI,Sell to Open,04/19/2024,37,$200.00,$1.25,$0.95,$1.55,16%,05/20/2024,N,$187.79,0.67%,6.75%,6.5%
NSC,Sell to Open,04/26/2024,44,$290.00,$1.75,$1.30,$2.20,15%,04/24/2024,Y,$263.13,0.67%,5.65%,10.21%
AMP,Sell to Open,04/19/2024,37,$440.00,$2.77,$2.25,$3.30,6%,04/22/2024,N,$416.75,0.67%,6.75%,5.58%
DPZ,Sell to Open,04/26/2024,44,$500.00,$3.02,$2.55,$3.50,3%,04/25/2024,Y,$450.97,0.67%,5.69%,10.87%
AVB,Sell to Open,04/19/2024,37,$195.00,$1.25,$1.10,$1.40,21%,04/24/2024,N,$186.24,0.67%,6.8%,4.7%
PTC,Sell to Open,04/19/2024,37,$200.00,$1.22,$1.05,$1.40,26%,04/24/2024,N,$185.75,0.66%,6.69%,7.67%
HAS,Sell to Open,04/19/2024,37,$60.00,$0.35,$0.30,$0.40,22%,04/25/2024,N,$53.04,0.66%,6.69%,13.12%
UYG,Sell to Open,04/19/2024,37,$70.00,$0.42,$0.35,$0.50,0%,,N,$64.77,0.66%,6.65%,8.07%
AKAM,Sell to Open,04/26/2024,44,$118.00,$0.72,$0.60,$0.85,10%,05/07/2024,N,$109.53,0.66%,5.62%,7.73%
TJX,Sell to Open,04/26/2024,44,$103.00,$0.64,$0.56,$0.73,22%,05/22/2024,N,$98.06,0.66%,5.58%,5.04%
A,Sell to Open,04/19/2024,37,$160.00,$0.97,$0.90,$1.05,15%,05/21/2024,N,$147.82,0.66%,6.69%,8.24%
FERG,Sell to Open,04/19/2024,37,$220.00,$1.35,$1.10,$1.60,57%,,N,$205.19,0.66%,6.67%,7.22%
APTV,Sell to Open,04/19/2024,37,$90.00,$0.52,$0.45,$0.60,37%,05/02/2024,N,$79.72,0.66%,6.68%,12.9%
OLED,Sell to Open,04/19/2024,37,$185.00,$1.07,$0.95,$1.20,17%,05/02/2024,N,$162.52,0.66%,6.71%,13.83%
SVXY,Sell to Open,04/26/2024,44,$120.00,$0.72,$0.40,$1.05,18%,,N,$110.43,0.66%,5.57%,8.67%
KR,Sell to Open,04/26/2024,44,$60.00,$0.36,$0.31,$0.42,68%,06/20/2024,N,$56.08,0.65%,5.52%,6.99%
KBR,Sell to Open,04/19/2024,37,$65.00,$0.40,$0.35,$0.45,13%,04/29/2024,N,$61.14,0.65%,6.63%,6.31%
NTR,Sell to Open,04/26/2024,44,$60.00,$0.35,$0.30,$0.40,28%,05/08/2024,N,$53.68,0.65%,5.53%,11.77%
PSFE,Sell to Open,04/19/2024,37,$17.00,$0.08,$0.08,$0.09,62%,05/16/2024,N,$13.13,0.65%,6.56%,29.47%
LYV,Sell to Open,04/19/2024,37,$115.00,$0.67,$0.60,$0.75,14%,05/02/2024,N,$104.28,0.65%,6.56%,10.28%
REGN,Sell to Open,04/26/2024,44,"$1,060.00",$6.30,$3.60,$9.00,9%,05/02/2024,N,$965.47,0.65%,5.54%,9.79%
WAT,Sell to Open,04/19/2024,37,$390.00,$2.27,$1.35,$3.20,21%,05/07/2024,N,$351.73,0.65%,6.56%,10.88%
GILD,Sell to Open,04/26/2024,44,$82.00,$0.49,$0.25,$0.73,28%,04/25/2024,Y,$75.17,0.65%,5.53%,9.09%
TMUS,Sell to Open,04/26/2024,44,$175.00,$1.07,$0.80,$1.34,6%,04/25/2024,Y,$164.09,0.65%,5.54%,6.65%
MSGS,Sell to Open,04/19/2024,37,$195.00,$1.17,$1.00,$1.35,15%,05/02/2024,N,$184.04,0.64%,6.47%,5.96%
GPN,Sell to Open,04/19/2024,37,$145.00,$0.85,$0.70,$1.00,5%,04/29/2024,N,$133.75,0.64%,6.44%,8.41%
AXP,Sell to Open,04/26/2024,44,$245.00,$1.42,$1.28,$1.56,16%,04/19/2024,Y,$222.81,0.64%,5.41%,9.96%
IWF,Sell to Open,04/19/2024,37,$345.00,$2.15,$1.30,$3.00,19%,,N,$333.66,0.64%,6.53%,3.4%
CEG,Sell to Open,04/19/2024,37,$190.00,$1.07,$0.95,$1.20,45%,05/02/2024,N,$167.86,0.64%,6.49%,13.19%
TPX,Sell to Open,04/19/2024,37,$62.50,$0.35,$0.30,$0.40,22%,05/10/2024,N,$55.76,0.63%,6.36%,12.09%
PGR,Sell to Open,04/19/2024,37,$220.00,$1.25,$1.10,$1.40,22%,04/11/2024,Y,$199.74,0.63%,6.35%,10.14%
RRX,Sell to Open,04/19/2024,37,$195.00,$1.10,$0.90,$1.30,28%,05/02/2024,N,$174.65,0.63%,6.39%,11.65%
PZZA,Sell to Open,04/19/2024,37,$80.00,$0.45,$0.35,$0.55,36%,05/03/2024,N,$70.89,0.63%,6.44%,12.85%
KO,Sell to Open,04/26/2024,44,$63.00,$0.38,$0.36,$0.40,10%,04/22/2024,Y,$60.64,0.63%,5.32%,3.9%
CALM,Sell to Open,04/19/2024,37,$67.50,$0.37,$0.30,$0.45,20%,04/02/2024,Y,$59.40,0.63%,6.4%,13.64%
TM,Sell to Open,04/19/2024,37,$250.00,$1.47,$1.35,$1.60,34%,05/08/2024,N,$232.83,0.63%,6.42%,7.37%
FDS,Sell to Open,04/19/2024,37,$520.00,$3.02,$1.45,$4.60,40%,03/21/2024,Y,$481.62,0.63%,6.37%,7.97%
BUD,Sell to Open,04/26/2024,44,$69.00,$0.40,$0.35,$0.45,22%,05/08/2024,N,$64.55,0.62%,5.26%,6.89%
GD,Sell to Open,04/26/2024,44,$290.00,$1.70,$1.45,$1.95,13%,04/24/2024,Y,$275.36,0.62%,5.24%,5.32%
HII,Sell to Open,04/19/2024,37,$310.00,$1.79,$0.80,$2.80,15%,05/02/2024,N,$289.90,0.62%,6.3%,6.93%
WMT,Sell to Open,04/26/2024,44,$64.00,$0.38,$0.36,$0.40,14%,05/16/2024,N,$61.07,0.62%,5.28%,4.79%
MUSA,Sell to Open,04/19/2024,37,$450.00,$2.57,$0.35,$4.80,8%,05/08/2024,N,$414.85,0.62%,6.29%,8.47%
CRM,Sell to Open,04/26/2024,44,$340.00,$1.88,$1.69,$2.07,21%,05/29/2024,N,$304.68,0.62%,5.24%,11.59%
BXP,Sell to Open,04/19/2024,37,$72.50,$0.40,$0.35,$0.45,16%,04/30/2024,N,$64.26,0.62%,6.31%,12.82%
NICE,Sell to Open,04/19/2024,37,$270.00,$1.50,$1.00,$2.00,8%,05/09/2024,N,$240.61,0.62%,6.32%,12.21%
BJ,Sell to Open,04/19/2024,37,$80.00,$0.45,$0.40,$0.50,68%,05/21/2024,N,$74.01,0.61%,6.16%,8.09%
WFC,Sell to Open,04/26/2024,44,$64.00,$0.35,$0.28,$0.42,9%,04/12/2024,Y,$57.82,0.61%,5.14%,10.69%
PKG,Sell to Open,04/19/2024,37,$195.00,$1.12,$1.00,$1.25,39%,04/22/2024,N,$183.17,0.61%,6.23%,6.46%
PSA,Sell to Open,04/19/2024,37,$310.00,$1.77,$1.50,$2.05,34%,05/01/2024,N,$288.85,0.61%,6.23%,7.32%
BMY,Sell to Open,04/26/2024,44,$58.00,$0.32,$0.26,$0.38,52%,04/25/2024,Y,$52.65,0.61%,5.16%,10.16%
AZO,Sell to Open,04/19/2024,37,"$3,300.00",$18.80,$15.00,$22.60,21%,05/21/2024,N,"$3,089.24",0.61%,6.17%,6.82%
LPLA,Sell to Open,04/19/2024,37,$290.00,$1.60,$1.00,$2.20,5%,04/25/2024,N,$262.57,0.61%,6.18%,10.45%
JPM,Sell to Open,04/26/2024,44,$205.00,$1.16,$0.99,$1.33,6%,04/12/2024,Y,$191.38,0.61%,5.15%,7.12%
FI,Sell to Open,04/26/2024,44,$162.50,$0.92,$0.60,$1.25,22%,04/23/2024,Y,$151.05,0.61%,5.2%,7.58%
CI,Sell to Open,04/26/2024,44,$380.00,$2.12,$1.75,$2.50,28%,05/02/2024,N,$348.72,0.61%,5.17%,8.97%
KRE,Sell to Open,04/26/2024,44,$54.00,$0.30,$0.10,$0.50,10%,,N,$48.88,0.61%,5.21%,10.47%
DRI,Sell to Open,04/19/2024,37,$190.00,$1.05,$0.65,$1.45,26%,03/21/2024,Y,$174.57,0.6%,6.1%,8.84%
EG,Sell to Open,04/19/2024,37,$410.00,$2.29,$1.40,$3.20,22%,04/29/2024,N,$386.04,0.6%,6.04%,6.21%
FANG,Sell to Open,04/26/2024,44,$205.00,$1.12,$0.90,$1.35,4%,04/29/2024,N,$187.56,0.6%,5.09%,9.3%
MCK,Sell to Open,04/26/2024,44,$560.00,$3.09,$1.90,$4.30,14%,05/13/2024,N,$520.21,0.6%,5.06%,7.65%
CARR,Sell to Open,04/19/2024,37,$65.00,$0.35,$0.30,$0.40,25%,04/23/2024,N,$57.86,0.6%,6.13%,12.34%
IHI,Sell to Open,04/19/2024,37,$60.00,$0.35,$0.15,$0.55,23%,,N,$57.89,0.6%,6.13%,3.64%
GT,Sell to Open,04/19/2024,37,$15.00,$0.07,$0.05,$0.10,22%,05/09/2024,N,$12.57,0.6%,6.05%,19.33%
VRSK,Sell to Open,04/19/2024,37,$250.00,$1.42,$1.30,$1.55,22%,05/01/2024,N,$235.87,0.6%,6.13%,5.99%
ZROZ,Sell to Open,04/19/2024,37,$83.00,$0.47,$0.35,$0.60,15%,,N,$78.86,0.6%,6.11%,5.25%
MA,Sell to Open,04/26/2024,44,$505.00,$2.81,$2.38,$3.25,12%,04/25/2024,Y,$475.61,0.59%,5.02%,6.18%
EQIX,Sell to Open,04/19/2024,37,$950.00,$5.15,$1.10,$9.20,12%,05/01/2024,N,$867.23,0.59%,6.02%,9.54%
AJG,Sell to Open,04/19/2024,37,$270.00,$1.50,$1.30,$1.70,10%,04/25/2024,N,$255.38,0.59%,5.96%,5.72%
PEG,Sell to Open,04/19/2024,37,$67.50,$0.37,$0.30,$0.45,27%,04/30/2024,N,$63.93,0.59%,5.95%,5.58%
SJM,Sell to Open,04/19/2024,37,$135.00,$0.72,$0.65,$0.80,44%,06/05/2024,N,$123.73,0.59%,5.94%,9.11%
AXON,Sell to Open,04/19/2024,37,$340.00,$1.82,$1.65,$2.00,10%,05/07/2024,N,$306.78,0.59%,6.03%,10.83%
CE,Sell to Open,04/19/2024,37,$175.00,$0.92,$0.80,$1.05,10%,05/07/2024,N,$157.85,0.59%,5.94%,10.86%
CBOE,Sell to Open,04/26/2024,44,$200.00,$1.07,$0.90,$1.25,35%,05/03/2024,N,$183.50,0.59%,4.97%,8.99%
EDV,Sell to Open,04/19/2024,37,$80.00,$0.45,$0.35,$0.55,19%,,N,$76.28,0.59%,5.98%,4.88%
VGT,Sell to Open,04/19/2024,37,$555.00,$3.05,$0.70,$5.40,16%,,N,$524.39,0.58%,5.9%,5.84%
WAB,Sell to Open,04/19/2024,37,$150.00,$0.82,$0.75,$0.90,2%,04/24/2024,N,$142.31,0.58%,5.88%,5.4%
UGL,Sell to Open,04/19/2024,37,$80.00,$0.40,$0.30,$0.50,5%,,N,$69.45,0.58%,5.84%,15.19%
V,Sell to Open,04/26/2024,44,$305.00,$1.65,$1.33,$1.98,11%,04/23/2024,Y,$285.14,0.58%,4.93%,6.96%
CCK,Sell to Open,04/19/2024,37,$85.00,$0.45,$0.40,$0.50,29%,04/22/2024,N,$77.96,0.58%,5.85%,9.03%
SNX,Sell to Open,04/19/2024,37,$115.00,$0.60,$0.50,$0.70,22%,03/26/2024,Y,$104.12,0.58%,5.84%,10.45%
NOC,Sell to Open,04/26/2024,44,$495.00,$2.65,$2.30,$3.00,19%,04/25/2024,Y,$458.23,0.58%,4.91%,8.02%
MET,Sell to Open,04/26/2024,44,$78.00,$0.42,$0.35,$0.50,6%,05/01/2024,N,$72.67,0.58%,4.96%,7.33%
GWW,Sell to Open,04/19/2024,37,"$1,040.00",$5.55,$4.20,$6.90,17%,04/25/2024,N,$974.74,0.57%,5.77%,6.7%
ZTS,Sell to Open,04/19/2024,37,$195.00,$1.00,$0.30,$1.70,24%,05/02/2024,N,$176.23,0.57%,5.75%,10.65%
BLK,Sell to Open,04/26/2024,44,$900.00,$4.69,$4.10,$5.30,16%,04/12/2024,Y,$825.99,0.57%,4.83%,8.96%
OXY,Sell to Open,04/26/2024,44,$68.00,$0.35,$0.33,$0.38,1%,05/07/2024,N,$62.06,0.57%,4.86%,9.57%
MBB,Sell to Open,04/19/2024,37,$93.00,$0.52,$0.50,$0.55,18%,,N,$92.45,0.57%,5.76%,0.59%
TDG,Sell to Open,04/19/2024,37,"$1,270.00",$6.80,$4.00,$9.60,22%,05/07/2024,N,"$1,187.40",0.57%,5.81%,6.96%
BSX,Sell to Open,04/19/2024,37,$70.00,$0.37,$0.30,$0.45,10%,04/24/2024,N,$66.04,0.57%,5.76%,6%
USO,Sell to Open,04/26/2024,44,$85.00,$0.42,$0.15,$0.70,28%,,N,$75.09,0.57%,4.8%,13.2%
SHEL,Sell to Open,04/26/2024,44,$70.00,$0.37,$0.35,$0.40,5%,05/02/2024,N,$65.71,0.57%,4.84%,6.53%
LHX,Sell to Open,04/19/2024,37,$230.00,$1.20,$1.05,$1.35,12%,04/25/2024,N,$215.72,0.56%,5.64%,6.62%
GOLD,Sell to Open,04/26/2024,44,$19.00,$0.09,$0.07,$0.11,43%,05/01/2024,N,$15.98,0.56%,4.78%,18.9%
EWW,Sell to Open,04/19/2024,37,$71.00,$0.37,$0.35,$0.40,39%,,N,$67.17,0.56%,5.66%,5.7%
ORLY,Sell to Open,04/19/2024,37,"$1,170.00",$6.15,$4.00,$8.30,26%,04/24/2024,N,"$1,101.40",0.56%,5.66%,6.23%
PPG,Sell to Open,04/26/2024,44,$155.00,$0.80,$0.70,$0.90,10%,04/18/2024,Y,$141.88,0.56%,4.79%,9.25%
RVTY,Sell to Open,04/19/2024,37,$120.00,$0.60,$0.50,$0.70,35%,05/09/2024,N,$108.00,0.56%,5.63%,11.11%
TFII,Sell to Open,04/19/2024,37,$165.00,$0.82,$0.70,$0.95,20%,,N,$150.57,0.55%,5.56%,9.58%
TKR,Sell to Open,04/19/2024,37,$95.00,$0.47,$0.40,$0.55,25%,05/09/2024,N,$87.05,0.55%,5.53%,9.13%
MLM,Sell to Open,04/19/2024,37,$650.00,$3.30,$1.40,$5.20,14%,05/02/2024,N,$604.92,0.55%,5.53%,7.45%
SKYY,Sell to Open,04/19/2024,37,$105.00,$0.52,$0.35,$0.70,19%,,N,$95.59,0.55%,5.57%,9.84%
TT,Sell to Open,04/19/2024,37,$310.00,$1.57,$1.45,$1.70,20%,05/01/2024,N,$285.93,0.55%,5.58%,8.42%
QQQ,Sell to Open,04/26/2024,44,$465.00,$2.44,$2.42,$2.46,14%,,N,$440.25,0.55%,4.7%,5.62%
LZ,Sell to Open,04/19/2024,37,$16.00,$0.07,$0.05,$0.10,2%,05/07/2024,N,$13.57,0.55%,5.6%,17.91%
VUG,Sell to Open,04/19/2024,37,$360.00,$1.87,$1.05,$2.70,15%,,N,$341.97,0.55%,5.56%,5.27%
EWJ,Sell to Open,04/19/2024,37,$73.00,$0.37,$0.35,$0.40,20%,,N,$69.37,0.54%,5.48%,5.23%
MCD,Sell to Open,04/26/2024,44,$300.00,$1.54,$1.25,$1.83,18%,04/23/2024,Y,$282.86,0.54%,4.62%,6.06%
LOW,Sell to Open,04/26/2024,44,$265.00,$1.34,$1.03,$1.66,19%,05/21/2024,N,$247.41,0.54%,4.61%,7.11%
GS,Sell to Open,04/26/2024,44,$430.00,$2.10,$1.66,$2.55,16%,04/15/2024,Y,$392.31,0.54%,4.55%,9.61%
LIN,Sell to Open,04/26/2024,44,$510.00,$2.50,$2.15,$2.85,12%,04/25/2024,Y,$474.89,0.53%,4.47%,7.39%
ROK,Sell to Open,04/19/2024,37,$310.00,$1.50,$1.35,$1.65,18%,04/25/2024,N,$284.38,0.53%,5.35%,9.01%
ADP,Sell to Open,04/26/2024,44,$265.00,$1.30,$0.10,$2.50,6%,05/01/2024,N,$244.21,0.53%,4.52%,8.51%
DE,Sell to Open,04/26/2024,44,$410.00,$2.00,$1.51,$2.49,10%,05/16/2024,N,$378.85,0.53%,4.48%,8.22%
LEG,Sell to Open,04/19/2024,37,$22.50,$0.10,$0.05,$0.15,27%,04/29/2024,N,$18.87,0.53%,5.37%,19.24%
REK,Sell to Open,04/19/2024,37,$20.00,$0.10,$0.05,$0.15,30%,,N,$18.70,0.53%,5.42%,6.95%
ZBH,Sell to Open,04/19/2024,37,$135.00,$0.67,$0.60,$0.75,20%,04/30/2024,N,$126.59,0.53%,5.41%,6.64%
KEYS,Sell to Open,04/19/2024,37,$165.00,$0.80,$0.70,$0.90,16%,05/16/2024,N,$151.97,0.53%,5.34%,8.57%
NU,Sell to Open,04/26/2024,44,$14.00,$0.06,$0.03,$0.09,17%,05/14/2024,N,$11.59,0.52%,4.39%,20.79%
WM,Sell to Open,04/26/2024,44,$225.00,$1.10,$0.55,$1.65,14%,04/24/2024,Y,$210.25,0.52%,4.44%,7.02%
CTSH,Sell to Open,04/19/2024,37,$82.50,$0.40,$0.35,$0.45,14%,05/08/2024,N,$77.02,0.52%,5.27%,7.12%
QQQM,Sell to Open,04/19/2024,37,$190.00,$0.95,$0.75,$1.15,12%,,N,$181.24,0.52%,5.31%,4.83%
SAP,Sell to Open,04/19/2024,37,$210.00,$1.00,$0.85,$1.15,20%,04/22/2024,N,$192.51,0.52%,5.27%,9.09%
MANH,Sell to Open,04/19/2024,37,$280.00,$1.30,$0.45,$2.15,24%,04/23/2024,N,$251.67,0.52%,5.24%,11.26%
DEO,Sell to Open,04/19/2024,37,$160.00,$0.77,$0.70,$0.85,27%,07/30/2024,N,$150.39,0.52%,5.22%,6.39%
EWY,Sell to Open,04/19/2024,37,$72.00,$0.35,$0.30,$0.40,39%,,N,$67.09,0.52%,5.29%,7.32%
RACE,Sell to Open,04/26/2024,44,$465.00,$2.19,$0.30,$4.10,41%,05/07/2024,N,$422.45,0.52%,4.42%,10.07%
RKT,Sell to Open,04/26/2024,44,$17.00,$0.06,$0.04,$0.09,40%,05/02/2024,N,$12.49,0.52%,4.42%,36.11%
AON,Sell to Open,04/19/2024,37,$340.00,$1.67,$1.45,$1.90,23%,04/26/2024,N,$320.28,0.52%,5.3%,6.16%
FHN,Sell to Open,04/19/2024,37,$17.00,$0.07,$0.05,$0.10,4%,04/16/2024,Y,$14.72,0.51%,5.17%,15.49%
MTUM,Sell to Open,04/19/2024,37,$197.00,$0.95,$0.55,$1.35,78%,,N,$186.03,0.51%,5.18%,5.9%
STT,Sell to Open,04/19/2024,37,$80.00,$0.37,$0.30,$0.45,7%,04/12/2024,Y,$72.85,0.51%,5.22%,9.81%
MDY,Sell to Open,04/19/2024,37,$565.00,$2.75,$0.50,$5.00,15%,,N,$541.90,0.51%,5.15%,4.26%
EXP,Sell to Open,04/19/2024,37,$280.00,$1.27,$0.95,$1.60,28%,05/16/2024,N,$249.75,0.51%,5.18%,12.11%
HCA,Sell to Open,04/19/2024,37,$350.00,$1.62,$1.25,$2.00,10%,04/19/2024,N,$321.24,0.51%,5.13%,8.95%
SRS,Sell to Open,04/19/2024,37,$20.00,$0.07,$0.05,$0.10,14%,,N,$14.78,0.51%,5.14%,35.31%
UHS,Sell to Open,04/19/2024,37,$190.00,$0.87,$0.75,$1.00,13%,04/25/2024,N,$174.41,0.5%,5.09%,8.94%
ELV,Sell to Open,04/19/2024,37,$550.00,$2.54,$2.20,$2.90,12%,04/17/2024,Y,$509.49,0.5%,5.07%,7.95%
CTAS,Sell to Open,04/19/2024,37,$670.00,$3.10,$2.20,$4.00,19%,03/27/2024,Y,$623.28,0.5%,5.04%,7.5%
CB,Sell to Open,04/19/2024,37,$275.00,$1.30,$0.80,$1.80,3%,04/23/2024,N,$259.35,0.5%,5.08%,6.03%
XLV,Sell to Open,04/26/2024,44,$153.00,$0.73,$0.31,$1.16,6%,,N,$146.46,0.5%,4.26%,4.47%
CLX,Sell to Open,04/26/2024,44,$167.50,$0.77,$0.70,$0.85,18%,05/02/2024,N,$156.60,0.49%,4.2%,6.96%
GFI,Sell to Open,04/19/2024,37,$20.00,$0.07,$0.05,$0.10,45%,08/15/2024,N,$15.25,0.49%,4.99%,31.14%
PG,Sell to Open,04/26/2024,44,$170.00,$0.79,$0.73,$0.86,9%,04/19/2024,Y,$162.30,0.49%,4.16%,4.74%
RL,Sell to Open,04/19/2024,37,$200.00,$0.89,$0.35,$1.45,9%,05/23/2024,N,$182.81,0.49%,4.99%,9.4%
LH,Sell to Open,04/19/2024,37,$230.00,$1.05,$0.90,$1.20,28%,04/23/2024,N,$215.75,0.49%,4.93%,6.6%
EA,Sell to Open,04/26/2024,44,$148.00,$0.67,$0.55,$0.80,17%,05/07/2024,N,$136.96,0.49%,4.18%,8.06%
POST,Sell to Open,04/19/2024,37,$110.00,$0.50,$0.40,$0.60,27%,05/02/2024,N,$104.13,0.48%,4.87%,5.64%
ROP,Sell to Open,04/19/2024,37,$620.00,$2.62,$0.45,$4.80,25%,04/25/2024,N,$549.52,0.48%,4.84%,12.83%
PEP,Sell to Open,04/26/2024,44,$175.00,$0.79,$0.71,$0.87,15%,04/23/2024,Y,$165.30,0.48%,4.06%,5.87%
NVS,Sell to Open,04/19/2024,37,$105.00,$0.47,$0.45,$0.50,39%,04/23/2024,N,$99.00,0.48%,4.86%,6.06%
RSP,Sell to Open,04/19/2024,37,$171.00,$0.80,$0.70,$0.90,12%,,N,$166.23,0.48%,4.88%,2.87%
VMC,Sell to Open,04/19/2024,37,$290.00,$1.29,$1.20,$1.40,17%,05/02/2024,N,$269.32,0.48%,4.89%,7.68%
HD,Sell to Open,04/26/2024,44,$405.00,$1.81,$1.61,$2.01,11%,05/14/2024,N,$378.99,0.48%,4.05%,6.86%
CME,Sell to Open,04/26/2024,44,$235.00,$1.05,$0.85,$1.25,21%,05/01/2024,N,$219.36,0.48%,4.06%,7.13%
IEFA,Sell to Open,04/19/2024,37,$76.00,$0.35,$0.30,$0.40,14%,,N,$73.78,0.47%,4.81%,3.01%
YUM,Sell to Open,04/19/2024,37,$145.00,$0.64,$0.60,$0.70,14%,05/01/2024,N,$138.36,0.47%,4.76%,4.8%
DOV,Sell to Open,04/19/2024,37,$190.00,$0.82,$0.65,$1.00,1%,04/24/2024,N,$177.22,0.47%,4.72%,7.21%
JNJ,Sell to Open,04/26/2024,44,$170.00,$0.76,$0.61,$0.91,22%,04/16/2024,Y,$161.10,0.47%,4%,5.52%
MSI,Sell to Open,04/19/2024,37,$360.00,$1.62,$0.90,$2.35,23%,05/02/2024,N,$342.70,0.47%,4.81%,5.05%
MKL,Sell to Open,04/19/2024,37,"$1,580.00",$7.00,$3.00,$11.00,11%,04/24/2024,N,"$1,501.28",0.47%,4.73%,5.24%
MDT,Sell to Open,04/26/2024,44,$90.00,$0.40,$0.28,$0.52,16%,05/23/2024,N,$85.08,0.47%,3.99%,5.78%
CP,Sell to Open,04/19/2024,37,$97.50,$0.42,$0.35,$0.50,3%,04/24/2024,N,$91.39,0.47%,4.71%,6.69%
PCG,Sell to Open,04/26/2024,44,$18.00,$0.07,$0.04,$0.11,26%,05/02/2024,N,$16.40,0.46%,3.88%,9.76%
MAC,Sell to Open,04/19/2024,37,$20.00,$0.07,$0.05,$0.10,18%,05/02/2024,N,$16.39,0.46%,4.64%,22.03%
PR,Sell to Open,04/19/2024,37,$19.00,$0.07,$0.05,$0.10,8%,05/06/2024,N,$16.27,0.46%,4.67%,16.78%
GLD,Sell to Open,04/26/2024,44,$212.50,$0.93,$0.92,$0.95,3%,,N,$201.19,0.46%,3.94%,5.62%
COP,Sell to Open,04/26/2024,44,$130.00,$0.54,$0.49,$0.60,5%,05/09/2024,N,$117.55,0.46%,3.94%,10.59%
FXB,Sell to Open,04/19/2024,37,$124.00,$0.55,$0.45,$0.65,10%,,N,$123.10,0.45%,4.53%,0.73%
RS,Sell to Open,04/19/2024,37,$350.00,$1.45,$1.30,$1.60,7%,04/25/2024,N,$324.07,0.45%,4.54%,8%
PLD,Sell to Open,04/19/2024,37,$145.00,$0.60,$0.50,$0.70,22%,04/16/2024,Y,$133.33,0.45%,4.56%,8.75%
CHKP,Sell to Open,04/19/2024,37,$180.00,$0.72,$0.65,$0.80,26%,04/29/2024,N,$164.80,0.44%,4.46%,9.22%
SYK,Sell to Open,04/19/2024,37,$380.00,$1.57,$1.25,$1.90,8%,04/30/2024,N,$356.89,0.44%,4.47%,6.48%
ROST,Sell to Open,04/26/2024,44,$157.50,$0.65,$0.55,$0.75,65%,05/16/2024,N,$146.72,0.44%,3.76%,7.35%
AMT,Sell to Open,04/19/2024,37,$220.00,$0.90,$0.80,$1.00,23%,04/25/2024,N,$202.35,0.44%,4.51%,8.72%
LOGI,Sell to Open,04/19/2024,37,$105.00,$0.40,$0.35,$0.45,16%,04/29/2024,N,$93.31,0.43%,4.35%,12.53%
TW,Sell to Open,04/19/2024,37,$115.00,$0.45,$0.35,$0.55,21%,04/25/2024,N,$104.65,0.43%,4.36%,9.89%
AME,Sell to Open,04/19/2024,37,$190.00,$0.77,$0.30,$1.25,14%,05/07/2024,N,$181.53,0.43%,4.33%,4.67%
HPE,Sell to Open,04/19/2024,37,$22.00,$0.07,$0.05,$0.10,77%,05/28/2024,N,$17.77,0.42%,4.28%,23.8%
TXRH,Sell to Open,04/19/2024,37,$170.00,$0.65,$0.50,$0.80,14%,05/02/2024,N,$154.60,0.42%,4.26%,9.96%
BDX,Sell to Open,04/19/2024,37,$255.00,$1.00,$0.90,$1.10,34%,05/02/2024,N,$238.80,0.42%,4.25%,6.78%
TLT,Sell to Open,04/26/2024,44,$99.00,$0.38,$0.37,$0.40,11%,,N,$94.42,0.41%,3.46%,4.85%
